Order_ID,Fuel_Cost,Labor_Cost,Vehicle_Maintenance,Insurance,Packaging_Cost,Technology_Platform_Fee,Other_Overhead,Total_Cost,Fuel_Cost_Percentage,Labor_Cost_Percentage,Vehicle_Maintenance_Percentage,Insurance_Percentage,Packaging_Cost_Percentage,Technology_Platform_Fee_Percentage,Other_Overhead_Percentage,Cost_Category,Primary_Cost_Driver
ORD000126,98.17,73.47,38.35,15.6,14.06,29.02,19.69,288.35999999999996,34.04425024275212,25.47856845609655,13.299348037175754,5.409904286308782,4.87584963240394,10.06380912747954,6.828270217783327,Low,Fuel_Cost
ORD000127,226.64,169.78,63.84,54.07,45.6,51.56,50.65,662.14,34.22841091007944,25.64110308998097,9.641465551091914,8.165946778626877,6.886761107922797,7.7868728667653375,7.649439695532667,Medium,Fuel_Cost
ORD000128,137.42,121.5,48.16,35.79,35.8,42.42,21.63,442.71999999999997,31.039934947596677,27.44398265269245,10.878207444886158,8.084116371521503,8.08637513552584,9.58167690639682,4.885706541380556,Low,Fuel_Cost
ORD000129,322.84,266.68,113.41,57.31,79.02,91.68,46.78,977.72,33.019678435543916,27.2757026551569,11.59943542118398,5.861596367058054,8.082068485865074,9.376917726956593,4.784600908235487,Medium,Fuel_Cost
ORD000130,191.78,190.58,57.61,55.19,47.25,59.23,35.75,637.3900000000001,30.088328966566774,29.90006118702835,9.038422316007466,8.658748960604965,7.4130438193256865,9.292583818384346,5.608810932082397,Medium,Fuel_Cost
ORD000131,131.36,139.17,46.46,35.89,28.16,34.6,20.43,436.07,30.123604008530748,31.914600866833304,10.654252757584793,8.23032999289105,6.457678813034605,7.934505927947348,4.6850276331781595,Low,Labor_Cost
ORD000132,155.85,152.84,52.09,29.84,29.55,44.33,31.67,496.16999999999996,31.41060523610859,30.803958320736847,10.498417880968217,6.014067759034202,5.955620049579782,8.934437793498198,6.382892960074169,Low,Fuel_Cost
ORD000133,168.21,130.3,54.36,24.68,42.98,39.02,23.27,482.82,34.83907046104138,26.98728304544137,11.25885423139058,5.111635806304627,8.901868191044281,8.081686756969471,4.819601507808293,Low,Fuel_Cost
ORD000134,282.15,238.42,93.01,54.77,68.75,67.65,70.1,874.8499999999999,32.25124307024061,27.252671886609136,10.631536834885983,6.260501800308625,7.858490026861749,7.732754186431961,8.012802194661942,Medium,Fuel_Cost
ORD000135,206.4,165.11,69.52,35.54,49.56,56.86,37.36,620.35,33.27154025953091,26.615620214395104,11.206576932376883,5.72902393809946,7.989038446038527,9.165793503667285,6.022406705891835,Medium,Fuel_Cost
ORD000136,272.64,265.04,92.32,72.81,50.99,62.31,45.65,861.7599999999999,31.637578908280734,30.755662829558123,10.71295952469365,8.448988117341257,5.916960638692909,7.230551429632381,5.297298551800966,Medium,Fuel_Cost
ORD000137,111.2,88.46,32.53,31.15,29.99,35.68,18.99,348.0,31.95402298850575,25.419540229885058,9.347701149425287,8.951149425287355,8.617816091954023,10.252873563218392,5.456896551724137,Low,Fuel_Cost
ORD000138,252.38,207.67,110.16,78.0,57.85,68.56,61.16,835.7799999999999,30.19694177893705,24.847447892986196,13.180502045992966,9.332599487903517,6.921677953528442,8.203115652444424,7.3177151882074245,Medium,Fuel_Cost
ORD000139,165.81,142.34,64.9,42.55,27.5,40.32,49.37,532.79,31.121079599842343,26.715966891270483,12.181159556297981,7.98626100339721,5.16150828656694,7.567709604159238,9.266315058465812,Medium,Fuel_Cost
ORD000140,210.78,166.51,71.39,33.87,45.37,73.09,43.73,644.74,32.69224803796879,25.825914322052295,11.072680460340601,5.253280392096038,7.036945125166734,11.336352638272793,6.782579024102739,Medium,Fuel_Cost
ORD000141,252.87,233.15,92.1,68.33,68.5,59.03,65.27,839.25,30.130473637176053,27.780756627941617,10.97408400357462,8.14179326779863,8.16204944891272,7.033661006851355,7.77718200774501,Medium,Fuel_Cost
ORD000142,207.01,208.69,74.27,59.42,52.48,53.8,46.01,701.68,29.50205221753506,29.741477596625245,10.58459696727853,8.468247634249233,7.4791927944362095,7.667312735149926,6.557120054725801,Medium,Labor_Cost
ORD000143,139.69,117.49,36.7,29.85,23.54,28.09,24.56,399.92,34.92948589717943,29.378375675135025,9.176835367073414,7.463992798559713,5.886177235447089,7.02390478095619,6.141228245649129,Low,Fuel_Cost
ORD000144,174.55,179.09,63.06,49.31,27.0,49.81,33.49,576.31,30.287518870052583,31.075289340806165,10.94202772813243,8.55615901164304,4.684978570560983,8.642917874060837,5.811108604743975,Medium,Labor_Cost
ORD000145,251.46,199.72,85.04,60.48,50.21,75.2,53.54,775.6500000000001,32.4192612647457,25.748726874234514,10.96370785792561,7.797331270547282,6.4732804744407915,9.695094436923869,6.902597821182234,Medium,Fuel_Cost
ORD000146,289.89,254.7,93.23,49.74,41.39,88.36,39.65,856.9599999999999,33.82771657953697,29.72134055265123,10.879154219566841,5.804238237490665,4.829863704256908,10.310866318147873,4.626820388349515,Medium,Fuel_Cost
ORD000147,203.84,172.96,71.72,35.99,55.11,52.48,50.53,642.63,31.719652054837155,26.914398643076108,11.16038778146056,5.600423260663213,8.575696746183652,8.166441031386645,7.863000482392668,Medium,Fuel_Cost
ORD000148,89.12,73.33,41.5,16.98,25.98,29.04,15.37,291.32,30.59178909789922,25.171632568996294,14.245503226692296,5.828642043114102,8.91802828504737,9.968419607304682,5.275985170946038,Low,Fuel_Cost
ORD000149,214.68,149.09,77.6,31.72,50.31,43.71,41.03,608.1400000000001,35.301081987700194,24.51573650804091,12.760219686256452,5.215904232578024,8.2727661393758,7.187489722761205,6.7468017232874,Medium,Fuel_Cost
ORD000150,154.78,141.04,59.73,37.36,38.77,36.12,26.37,494.17,31.321205253252927,28.540785559625228,12.086933646316043,7.5601513649149075,7.845478276706396,7.309225570147924,5.336220329036567,Low,Fuel_Cost
